id,job_title,company_name,location,salary,apply_link,skills,is_active,chunk_text
13889,Physical Design Engineer,Intel,"US, California, Folsom",,https://intel.wd1.myworkdayjobs.com/en-US/External/job/US-California-Folsom/Physical-Design-Engineer_JR0284914-1,,1,"Physical Design Engineer, experienced level, at Intel in the semiconductor industry. Required technical skills include RTL-to-GDS implementation, synthesis, place and route, static timing analysis, and power integrity analysis, with proficiency in EDA tools such as Synopsys, Cadence, or Mentor Graphics. A minimum of 3 years of experience in physical design is required, or 2 years with a Master's degree, or a PhD in a related field. Key responsibilities involve performing physical design implementation of custom IP and SoC designs, executing comprehensive physical design flows, and optimizing designs for power, performance, and area. Preferred qualifications include experience solving complex design challenges and a proven track record of improving design methodologies and automation."
13890,Module Development Engineer,Intel,"US, Oregon, Hillsboro",,https://intel.wd1.myworkdayjobs.com/en-US/External/job/US-Oregon-Hillsboro/Module-Development-Engineer_JR0284640,,1,"Module Development Engineer at Intel in the semiconductor industry. Required technical skills include expertise in Chemical Mechanical Planarization (CMP), semiconductor device physics, and process integration. A PhD in Electrical Engineering, Chemical Engineering, Material Science, Physics, Chemistry, Computer Science, or a related STEM field is required. Key responsibilities involve driving technology development for high-volume manufacturing, leading the design of sophisticated manufacturing processes, and performing feasibility studies to meet device specifications. Preferred qualifications include knowledge of Statistical Process Control (SPC), Design of Experiments (DOE), and experience with advanced transistor device structures and fabrication techniques."
13891,Software Engineer,Intel,"US, Arizona, Phoenix",,https://intel.wd1.myworkdayjobs.com/en-US/External/job/US-Arizona-Phoenix/Software-Engineer_JR0285009,,1,"Software Engineer at Intel in the semiconductor industry. Requires a Master's degree in AI/ML, Data Science, Computer Science, Software Engineering, or Electrical Engineering, with a minimum of 6 months of experience in software development, particularly in building engineering applications and automation tools. Proficient in programming languages such as Python, C++, or Java. Key responsibilities include designing, developing, and enhancing software tools for engineering workflows, applying AI/ML techniques to improve automation and decision support, and collaborating with cross-functional teams to deliver scalable technical solutions. Preferred qualifications include experience with scalable AI/ML production systems, generative AI, and foundational knowledge in data structures and algorithms."
13892,SoC Logic Design Engineer,Intel,"US, Oregon, Hillsboro",,https://intel.wd1.myworkdayjobs.com/en-US/External/job/US-Oregon-Hillsboro/SoC-Logic-Design-Engineer_JR0284974-1,,1,"SoC Logic Design Engineer, experienced hire at Intel in the semiconductor industry. Required technical skills include expertise in RTL development, System Verilog, and SoC logic integration, along with proficiency in microarchitecture definition, logic design, and simulation. Candidates should have a Bachelor's degree in Electrical Engineering, Computer Engineering, or a related field with 4+ years of relevant experience, or a Master's degree with 3+ years, or a PhD with 6+ months of experience. Key responsibilities involve developing high-quality logic designs, collaborating with architects on microarchitecture features, integrating and validating IP blocks, and optimizing designs for power, performance, area, and timing objectives. Preferred qualifications include hands-on experience with Python, Perl, or other scripting languages, familiarity with advanced Front-End RTL Design tools, and experience in validation development and pre-silicon testing."
13893,Senior CPU RTL Design Engineer – Power Management,Intel,"US, Texas, Austin",,https://intel.wd1.myworkdayjobs.com/en-US/External/job/US-Texas-Austin/Senior-CPU-RTL-Design-Engineer---Power-Management_JR0285081,,1,"Senior CPU RTL Design Engineer – Power Management at Intel in the semiconductor industry. Required technical skills include RTL development using SystemVerilog/Verilog, experience with power management concepts (DVFS, power states), and low-power CPU/SoC design. Candidates should have 9+ years of relevant experience with a Bachelor's degree in Electrical/Computer Engineering or a Master's degree with 7+ years of experience. Key responsibilities involve defining and implementing CPU microarchitecture features, driving power, performance, and area optimization, and collaborating with cross-functional teams for full-chip delivery. Preferred qualifications include experience in multi-clock domain design, knowledge of Intel Architecture ISA, and proficiency in static timing analysis and UPF."
13894,Sales and Operations Planning Business Architect,Intel,"US, Arizona, Phoenix",,https://intel.wd1.myworkdayjobs.com/en-US/External/job/US-Arizona-Phoenix/Sales-and-Operations-Planning-Business-Architect_JR0284865,,1,"Sales and Operations Planning Business Architect, Experienced Hire at Intel in the semiconductor industry. Required technical skills include expertise in supply chain transformation, demand planning, supply planning, and business solution development. Candidates should have a minimum of 6 years of experience in operations, program management, or project management related to supply chain or demand planning. Key responsibilities involve leading technology projects to align with business objectives, conducting supply chain capability analyses, and developing comprehensive project plans. Preferred qualifications include an advanced degree in Supply Chain or Industrial Engineering, semiconductor supply chain experience, and familiarity with enterprise systems architecture and Business Continuity Planning (BCM)."
13895,Module Development Engineer (Adv Packaging),Intel,"US, Oregon, Hillsboro",,https://intel.wd1.myworkdayjobs.com/en-US/External/job/US-Oregon-Hillsboro/Module-Development-Engineer--Adv-Packaging-_JR0284566,,1,"Module Development Engineer (Adv Packaging) at Intel in the semiconductor industry. Requires a Master's degree in Materials Science, Mechanical Engineering, Chemical Engineering, Electrical Engineering, Chemistry, Physics, or a related field, with a minimum of 1 year of experience in Statistical Process Control (SPC) and/or Design of Experiments (DOE). Key responsibilities include driving technology development and manufacturing enablement for semiconductor technologies, developing process integration and equipment solutions, and leading advanced manufacturing process design. Preferred qualifications include 1+ years in semiconductor technology development and experience in semiconductor fabrication processes."
13896,Factory Construction Program Manager,Intel,"US, Ohio, New Albany",,https://intel.wd1.myworkdayjobs.com/en-US/External/job/US-Ohio-New-Albany/Factory-Construction-Program-Manager_JR0284985-1,,1,"Factory Construction Program Manager at Intel in the semiconductor industry. Required technical skills include project management, supplier management, and construction methodologies. A minimum of 10 years of experience in construction project management is required. Key responsibilities involve leading site project teams, managing day-to-day operations, and ensuring budget and schedule performance for Intel construction projects. The role also includes driving cultural change, workforce planning, and developing supplier partnerships to enhance construction capabilities. Preferred qualifications include experience in semiconductor manufacturing environments and a strong understanding of integrated construction solutions."
13897,Low Yield Analysis (LYA) Group Leader/Operations Manager,Intel,"US, Arizona, Phoenix",,https://intel.wd1.myworkdayjobs.com/en-US/External/job/US-Arizona-Phoenix/Low-Yield-Analysis--LYA--Group-Leader-Operations-Manager_JR0285005,,1,"Role title: Low Yield Analysis (LYA) Group Leader/Operations Manager  
Company name: Intel  
Industry: Technology  

Required technical skills and tools: Experience in yield development, statistical methods, process integration, and defect characterization; familiarity with capital equipment sourcing and installation/qualification methodology.  
Years of experience required: Minimum 4 years with a Master's Degree or 2 years with a PhD in relevant fields.  

Key responsibilities: Manage a team of yield development engineers and technicians, driving yield improvement and defect reduction strategies; oversee the start-up of a new laboratory focused on advanced package fault isolation and failure analysis.  

Preferred qualifications: Previous people management experience with diverse teams; strong presentation skills; ability to obtain and maintain a US Government TS/CSI Security Clearance with Polygraph."
4,"Lead Software Engineer - Github, Java & GO, Springboot, Cloud, Kubernetes, Jenkins",Mastercard,"Pune, India",,https://mastercard.wd1.myworkdayjobs.com/en-US/CorporateCareers/job/Pune-India/Lead-Software-Engineer---Github--Java--Springboot--Cloud--Kubernetes--Jenkins_R-273303,,1,"Lead Software Engineer - Senior Level at Mastercard in the Financial Services industry. Required technical skills include Java (JDK 8 or higher), Go, Python, Spring Boot, REST microservices architecture, SQL, and experience with CI/CD tools like Git and Jenkins. Candidates should have a strong understanding of cloud platforms (AWS, Azure, GCP), container technologies, and automated testing frameworks such as Junit. A minimum of 5 years of experience in software development is required. Key responsibilities include designing and implementing microservice capabilities, developing secure and scalable software solutions, mentoring team members, and collaborating with cross-functional teams to enhance developer experience. Preferred qualifications include experience in regulated environments and knowledge of monitoring solutions like Splunk or Prometheus."
259,Lead Software Engineer - Java development & Automation Testing,Mastercard,"Pune, India",,https://mastercard.wd1.myworkdayjobs.com/en-US/CorporateCareers/job/Pune-India/Lead-Quality-Engineer---Automation-Testing---Java-Coding_R-270159,,1,"Lead Software Engineer - Java development & Automation Testing at Mastercard in the payments industry. Required technical skills include Java, Spring, JUnit, Eclipse IDE, Rest Assured, Appium, JBehave/Cucumber frameworks, and experience with Continuous Integration tools like Jenkins and Bamboo. Candidates should have 8-12 years of experience in Software Automation Testing. Key responsibilities involve driving quality engineering and test automation across agile feature teams, ensuring high code coverage, and mentoring team members. Preferred qualifications include knowledge of payment domain architecture, performance engineering tools (Load Runner, JMeter), and familiarity with cloud concepts and tools (Chef/Puppet)."
287,Data Analyst,Barclays,"Pune, Gera Commerzone SEZ",,https://barclays.wd3.myworkdayjobs.com/en-US/External_Career_Site_Barclays/job/Pune-Gera-Commerzone-SEZ/Data-Analyst_JR-0000110271-1,,1,"Data Analyst, Assistant Vice President at Barclays in the financial services industry. Required technical skills include advanced analytics, statistical analysis, data visualization, and experience with machine learning/AI. Candidates should have a strong background in designing and building data pipelines and creating interactive dashboards. A minimum of 5 years of experience in data analysis is required. Key responsibilities involve investigating data quality issues, performing complex data analysis to uncover trends, and translating insights into actionable business recommendations. Preferred qualifications include experience in leading teams and influencing decision-making processes."
288,Data Lead,Barclays,"Pune, Gera Commerzone SEZ",,https://barclays.wd3.myworkdayjobs.com/en-US/External_Career_Site_Barclays/job/Pune-Gera-Commerzone-SEZ/Data-Lead_JR-0000110262-2,,1,"Data Lead, Vice President level at Barclays in the financial services industry. Required technical skills include advanced analytics, machine learning, data pipeline design, and data visualization tools. A minimum of 8 years of experience is required. Key responsibilities involve investigating data quality issues, designing and building automated data pipelines, applying advanced analytical techniques to large datasets, and creating interactive dashboards for stakeholders. Preferred qualifications include experience in leading teams, strategic planning, and a strong understanding of organizational functions to drive operational improvements."
292,"Business Functional Analyst (Midrange), AS",Deutsche Bank,Pune - Margarpatta,,https://db.wd3.myworkdayjobs.com/en-US/DBWebsite/job/Pune---Margarpatta/Business-Functional-Analyst--Midrange---AS_R0427148,,1,"Business Functional Analyst (Midrange), Associate at Deutsche Bank in the finance industry. Required technical skills include Java, SQL Developer, Jira, Confluence, and experience with APIs and data modeling tools. A minimum of 3 years of experience in business and functional analysis, particularly in an agile software development environment, is required. Key responsibilities involve collaborating with stakeholders to analyze business needs, ensuring that functional designs align with technical standards, and maintaining data flow across applications. Preferred qualifications include a degree in Computer Science or a related field, knowledge of investment business operations, and proficiency in German."
293,"Quality and Testing Engineer, AVP",Deutsche Bank,Pune - Margarpatta,,https://db.wd3.myworkdayjobs.com/en-US/DBWebsite/job/Pune---Margarpatta/Quality-and-Testing-Engineer--AVP_R0430248,,1,"Quality and Testing Engineer, AVP at Deutsche Bank in the finance industry. Required technical skills include test automation, Agile methodology, and experience with CI/CD pipelines. A minimum of 5 years of experience in software testing and quality assurance is required. Key responsibilities involve developing and supporting test automation strategies for large complex projects, creating and executing test cases, and ensuring testing activities align with the testing strategy. Preferred qualifications include experience in non-functional testing automation and familiarity with test management tools."
295,DevOps Automation Engineer with Google Cloud Exposure,Deutsche Bank,Pune - Margarpatta,,https://db.wd3.myworkdayjobs.com/en-US/DBWebsite/job/Pune---Margarpatta/Devops-Automation-Engineer-with-Cloud-exposure--AVP_R0430244,,1,"DevOps Automation Engineer, AVP level at Deutsche Bank in the finance industry. Required technical skills include hands-on experience with Kubernetes, Helm, GitOps practices, CI/CD pipelines, Infrastructure as Code, Python, Shell scripting, Terraform, and knowledge of midrange technologies like Nginx, Tomcat, and Spring Boot. Familiarity with Google Cloud Platform, including GKE, IAM, and Cloud Monitoring, is essential. Candidates should have experience supporting application deployments in cloud and Linux-based environments. The role requires involvement in the entire Software Development Lifecycle, focusing on configuration and change management, health monitoring, and system recovery. Collaboration with team members and third parties is key to achieving sprint objectives. Preferred qualifications include knowledge of IBM MQ concepts and agile development tools such as TeamCity, Artifactory, Jira, and UCD. A minimum of 3-5 years of relevant experience is expected."
302,Senior Software Engineer (Java Full stack),Mastercard,"Pune, India",,https://mastercard.wd1.myworkdayjobs.com/en-US/CorporateCareers/job/Pune-India/Senior-Software-Engineer--Java-Full-stack-_R-280176-1,,1,"Senior Software Engineer (Java Full Stack) at Mastercard in the payments industry. Required technical skills include Java (8+), Spring Boot, Object-Oriented Design, SOLID principles, microservices, CI/CD, and cloud-based development. Experience with event-driven architecture and Kafka is preferred. The role requires a minimum of 5 years of experience. Key responsibilities involve designing and developing scalable systems, building backend services, translating business requirements into technical solutions, and ensuring adherence to architecture standards and security compliance. The candidate should also mentor engineers and drive innovation through Proof of Concepts. Preferred qualifications include experience in online/real-time systems development and strong technical mentoring skills."
308,Lead Software Engineer,Mastercard,"Pune, India",,https://mastercard.wd1.myworkdayjobs.com/en-US/CorporateCareers/job/Pune-India/Lead-Software-Engineer_R-277681-1,,1,"Lead Software Engineer at Mastercard in the payments industry. Required technical skills include core Java, Spring Boot, Spring (MVC, IOC, AOP, Security), SQL, RDBMS (Oracle, PostGRES), NoSQL (Cassandra preferred), web services (JSON, SOAP), Kafka, Zookeeper, and experience with microservices deployed on public cloud platforms (Google, AWS, Azure, PCF). Candidates should have hands-on experience with IntelliJ/Eclipse/My Eclipse IDE, writing JUnit test cases, and using Maven/Ant/Gradle, GIT. A minimum of 5 years of experience is required. Key responsibilities involve leading projects through all stages of the project life cycle, developing critical components, conducting code reviews, and mentoring team members. Preferred qualifications include knowledge of design patterns, experience with Agile methodologies, and understanding security concepts in enterprise applications."
322,Automation Test Engineer,Barclays,"Pune, Gera Commerzone SEZ",,https://barclays.wd3.myworkdayjobs.com/en-US/External_Career_Site_Barclays/job/Pune-Gera-Commerzone-SEZ/Automation-Test-Engineer_JR-0000082722,,1,"Automation Test Engineer, Assistant Vice President level at Barclays in the financial services industry. Required technical skills include proficiency in automated testing frameworks and tools, as well as experience in developing and executing comprehensive test plans. Candidates should have a minimum of 5 years of experience in software testing and quality assurance. Key responsibilities involve designing and implementing testing strategies to validate software functionality, collaborating with cross-functional teams to analyze requirements, and conducting root cause analysis for defects. Preferred qualifications include experience in leading teams, influencing decision-making, and a strong understanding of industry technology trends."
342,"AXIOM - Production Engineer, AS",Deutsche Bank,Pune - Margarpatta,,https://db.wd3.myworkdayjobs.com/en-US/DBWebsite/job/Pune---Margarpatta/Production-Engineer--AS_R0424592,,1,"Role title: Production Engineer, AS  
Company name: Deutsche Bank  
Required technical skills: AXIOM Platform, AXIOMSL ControllerView, incident management, automation tools, monitoring and alerting systems  
Years of experience required: 5+ years  
Key responsibilities: Ensure the reliability, availability, and performance of production systems through best practices in monitoring and incident response. Develop and maintain automation tools to streamline deployment and operational tasks while acting as a primary responder to system outages.  
Preferred qualifications: Strong knowledge of AXIOM tools and debugging skills, ability to work in a fast-paced environment, and experience in balancing business demands with IT fulfillment."
343,"AXIOM - Production Engineer, AS",Deutsche Bank,Pune - Margarpatta,,https://db.wd3.myworkdayjobs.com/en-US/DBWebsite/job/Pune---Margarpatta/Production-Engineer--AS_R0424591,,1,"Role title: Production Engineer, AS  
Company name: Deutsche Bank  
Required technical skills: AXIOM Platform, AXIOMSL ControllerView, incident management, automation tools, monitoring and alerting systems  
Years of experience required: 5+ years  
Key responsibilities: Ensure the reliability and performance of production systems through best practices in monitoring and incident response. Develop and maintain automation tools to streamline deployment and operational tasks.  
Preferred qualifications: Strong debugging skills and experience with AXIOM Tool."
425,Analista de Operações Logísticas Sênior - Híbrido,Accenture,"Sao Bernardo do Campo, Brasilio Machado",,https://accenture.wd103.myworkdayjobs.com/en-US/AccentureCareers/job/Sao-Bernardo-do-Campo-Brasilio-Machado/Analista-de-Operaes-Logsticas-Snior---Hbrido_R00337569,,1,"Analista de Operações Logísticas Sênior at Accenture in the logistics industry. Required skills include solid experience in logistics operations, transportation, and reverse logistics; supply chain management; performance management; advanced data analysis; and continuous improvement methodologies (Lean, Six Sigma). Proficiency in advanced Excel and familiarity with BI tools like Power BI are also necessary. The role requires a minimum of several years of relevant experience. Key responsibilities involve optimizing end-to-end logistics operations, managing relationships with carriers and strategic partners, conducting root cause analyses for critical incidents, and developing KPIs and dashboards to support strategic decisions. A bachelor's degree in Production Engineering, Logistics, Administration, or related fields is preferred."
426,Analista de Operações Logísticas Pleno - Híbrido,Accenture,"Sao Bernardo do Campo, Brasilio Machado",,https://accenture.wd103.myworkdayjobs.com/en-US/AccentureCareers/job/Sao-Bernardo-do-Campo-Brasilio-Machado/Analista-de-Operaes-Logsticas-Pleno---Hbrido_R00337547,,1,"Role title: Analista de Operações Logísticas Pleno  
Company: Accenture  
Industry: Digital solutions, cloud, and security  

Required technical skills: Experience in logistics processes, transportation, reverse logistics, supply chain management, FTL/LTL operations, and performance management; intermediate/advanced Excel (pivot tables, formulas, data analysis).  

Years of experience required: Not specified, but requires analytical experience in logistics.  

Key responsibilities: Monitor and analyze end-to-end logistics and reverse logistics operations, ensuring visibility and proposing continuous improvements; manage scheduling with carriers and logistics operators, autonomously negotiating and identifying risks, delays, and optimization opportunities.  

Preferred qualifications: Higher education or ongoing studies in Production Engineering, Logistics, Administration, or related fields."
427,Consultor(a) SAP FI/FI-TAX/CO/FSCM/TDF/TRM/Mastersaf,Accenture,Pernambuco - Recife,,https://accenture.wd103.myworkdayjobs.com/en-US/AccentureCareers/job/Pernambuco---Recife/Analistas-e-Consultores-SAP-FI---CO---TRM---Mastersaf_R00253065,,1,"Role title: Consultor(a) SAP FI/FI-TAX/CO/FSCM/TDF/TRM/Mastersaf, Company: Accenture, Industry: Professional Services. Required technical skills: SAP FI, FI-TAX, CO, FI-CO, FSCM, TDF, TRM, Mastersaf; experience with SAP implementation, data migration, and integration. Years of experience required: Not specified. Key responsibilities include managing SAP projects involving implementations, enhancements, and support for financial modules, translating business requirements into SAP solutions, and ensuring data integrity and quality during migrations and rollouts. Preferred qualifications: Knowledge of Brazilian tax regulations and experience in SAP project support (AMS)."
428,Consultor(a) SAP ABAP,Accenture,Pernambuco - Recife,,https://accenture.wd103.myworkdayjobs.com/en-US/AccentureCareers/job/Pernambuco---Recife/Analistas-e-Consultores-SAP-ABAP_R00253056,,1,"Role title: Consultor(a) SAP ABAP, Company: Accenture, Industry: Professional Services. Required technical skills: SAP ABAP development, technical and functional requirement analysis, documentation practices, testing and validation of solutions. Years of experience required: Not specified. Key responsibilities include developing and maintaining SAP ABAP solutions, analyzing technical requirements, optimizing and maintaining ABAP programs, and collaborating with global multidisciplinary teams. Preferred qualifications: Experience with good development practices and technical documentation, collaborative profile with strong communication skills."
429,Pricing Support Senior Analyst,Accenture,Buenos Aires,,https://accenture.wd103.myworkdayjobs.com/en-US/AccentureCareers/job/Buenos-Aires/Pricing-Support-Senior-Analyst_R00337494-1,,1,"Pricing Support Senior Analyst at Accenture in the finance industry. Required technical skills include proficiency in MS Office, SAP, and Oracle, with a basic understanding of accounting principles. A minimum of 2-4 years of experience in commercial contracts, proposals, tenders, or contract negotiations is required, or an MBA with 5+ years of relevant experience. Key responsibilities involve providing Opportunity Lifecycle Management (OLM) support within Client Financial Management (CFM) systems, reviewing pricing models for completeness, and advising Sales & Account Teams on pricing tools and concepts. Preferred qualifications include a CA/CMA designation and experience in contract administration."
430,Pricing Support Senior Analyst,Accenture,Buenos Aires,,https://accenture.wd103.myworkdayjobs.com/en-US/AccentureCareers/job/Buenos-Aires/Pricing-Support-Senior-Analyst_R00337492-1,,1,"Pricing Support Senior Analyst at Accenture in the finance industry. Required technical skills include proficiency in MS Office, SAP, and Oracle, with a basic understanding of accounting principles. A minimum of 2-4 years of experience in commercial contracts, proposals, tenders, or contract negotiations is required, or an MBA with 5+ years of relevant experience. Key responsibilities include providing Opportunity Lifecycle Management (OLM) support within Client Financial Management (CFM) systems, reviewing pricing models for completeness, and advising Sales & Account Teams on pricing tools and concepts. Preferred qualifications include a CA/CMA certification and experience in contract administration."
431,Pricing Support Senior Analyst,Accenture,Buenos Aires,,https://accenture.wd103.myworkdayjobs.com/en-US/AccentureCareers/job/Buenos-Aires/Pricing-Support-Senior-Analyst_R00337490,,1,"Pricing Support Senior Analyst at Accenture in the finance industry. Required technical skills include proficiency in MS Office, SAP, and Oracle, with a basic understanding of accounting principles. A minimum of 2-4 years of experience in commercial contracts, proposals, tenders, or contract negotiations is required, or an MBA with 5+ years of relevant experience. Key responsibilities involve providing Opportunity Lifecycle Management (OLM) support within Client Financial Management (CFM) systems, reviewing pricing models for completeness, and advising Sales & Account Teams on pricing tools and concepts. Preferred qualifications include a CA/CMA certification and experience in contract administration."
432,Pricing Support Senior Analyst,Accenture,Buenos Aires,,https://accenture.wd103.myworkdayjobs.com/en-US/AccentureCareers/job/Buenos-Aires/Pricing-Support-Senior-Analyst_R00337485,,1,"Pricing Support Senior Analyst at Accenture in the finance industry. Required technical skills include proficiency in MS Office, SAP, and Oracle, with a basic understanding of accounting principles. A minimum of 2-4 years of experience in commercial contracts, proposals, tenders, or contract negotiations is required, or an MBA with 5+ years of relevant experience. Key responsibilities involve providing Opportunity Lifecycle Management (OLM) support within Client Financial Management (CFM) systems, reviewing pricing models for completeness, and advising Sales & Account Teams on pricing tools and concepts. Preferred qualifications include a CA/CMA certification and experience in contract administration."
433,Analytics and Modeling Associate Manager,Accenture,Buenos Aires,,https://accenture.wd103.myworkdayjobs.com/en-US/AccentureCareers/job/Buenos-Aires/Analytics-and-Modeling-Associate-Manager_R00337422,,1,"Analytics and Modeling Associate Manager at Accenture in the finance industry. Requires 6-8 years of experience in Finance, preferably within enterprise-scale data environments. Key technical skills include data visualization tools, specifically Power BI, and a strong financial acumen. Responsibilities include partnering with finance leadership to deliver financial insights, translating business needs into actionable requirements for applications and AI use cases, and guiding the training of AI agents to ensure outputs are aligned with finance logic. Preferred qualifications include expertise in Power BI, experience with SAP Finance modules, and a strong focus on user experience."
434,Analytics and Modeling Manager,Accenture,Buenos Aires,,https://accenture.wd103.myworkdayjobs.com/en-US/AccentureCareers/job/Buenos-Aires/Analytics-and-Modeling-Manager_R00337418,,1,"Analytics and Modeling Manager at Accenture in the finance industry. Requires 8-10 years of experience in Finance, preferably within enterprise-scale data environments. Key technical skills include proficiency in data visualization tools, particularly Power BI, and familiarity with SAP Finance modules or similar enterprise platforms. Responsibilities include partnering with finance leadership to deliver financial insights, translating business needs into actionable requirements for applications and AI use cases, and guiding the training of AI agents to ensure outputs are aligned with finance logic. Preferred qualifications include strong financial acumen, advanced data storytelling capabilities, and a proactive mindset focused on AI and automation."
435,Sales Excellence – Pursuit Writing Associate Manager,Accenture,Buenos Aires,,https://accenture.wd103.myworkdayjobs.com/en-US/AccentureCareers/job/Buenos-Aires/Sales-Excellence---Pursuit-Writing-Associate-Manager_R00326480,,1,"Sales Excellence – Pursuit Writing Associate Manager at Accenture in the professional services industry. Required technical skills include native-level fluency in English, excellent command of business language, strong storytelling experience, and proficiency in MS Word and PowerPoint. A minimum of 8 years of professional writing or related experience is required. Key responsibilities involve leading the writing of sales materials, participating in proposal storyboarding sessions, applying conceptual writing for complex deals, collaborating with designers, and coaching junior team members. Preferred qualifications include writing experience with IT offerings or topics."
436,Infrastruktur- og Plattformutvikler – Trondheim,Accenture,Trondheim,,https://accenture.wd103.myworkdayjobs.com/en-US/AccentureCareers/job/Trondheim/Infrastruktur--og-Plattformutvikler---Trondheim_14041010,,1,"Infrastruktur- og Plattformutvikler, Accenture, Trondheim. Required technical skills include Azure, Kubernetes, Docker, Linux, Bash or Python scripting, CI/CD tools (GitLab CI, GitHub Actions), Terraform, and Grafana. Minimum 2 years of experience with cloud platforms and container technology is required. Key responsibilities involve developing, automating, and managing solutions across various customer projects, building and maintaining CI/CD pipelines, and defining infrastructure as code. Preferred qualifications include experience with search technologies like OpenSearch or Elasticsearch, NoSQL databases, monitoring and logging in production environments, and network architecture."
437,"Skap endring med oss i Accenture Technology, Utvikler – Trondheim",Accenture,Trondheim,,https://accenture.wd103.myworkdayjobs.com/en-US/AccentureCareers/job/Trondheim/Skap-endring-med-oss-i-Accenture-Technology---Utvikler---Trondheim_14041011,,1,"Role title: Developer (Frontend, Backend, Fullstack)  
Company: Accenture  
Industry: Technology  

Required technical skills: React, Angular, Java, Kotlin, .NET, Azure, AWS, GCP, Kubernetes, CI/CD, DevOps principles.  
Years of experience required: 2 to 10 years.  

Key responsibilities: Develop and improve functionality in large systems with multiple integrations and dependencies, collaborating closely with other developers, architects, and testers.  

Preferred qualifications: Bachelor’s or master’s degree in relevant fields; proficiency in Norwegian or another Scandinavian language for project collaboration."
438,Kode som holder Norge i gang – vi søker utviklere!,Accenture,Oslo,,https://accenture.wd103.myworkdayjobs.com/en-US/AccentureCareers/job/Oslo/Bli-med-og-sikre-Norges-fremtid-med-teknologi---som-utvikler-i-Accenture-Technology_13448208,,1,"Role title: Developer (mid to senior level)  
Company: Accenture  
Industry: Technology  

Required technical skills: React or Angular, Java or Kotlin, .NET, Azure, AWS, GCP, container technology, Kubernetes, CI/CD, DevOps principles.  
Years of experience required: 3 to 7 years  

Key responsibilities: Develop and improve functionality in large systems with multiple integrations and dependencies, ensuring high quality, stability, and security. Collaborate closely with other developers, architects, and testers through code reviews and technical discussions.  

Preferred qualifications: Proficiency in Norwegian or another Scandinavian language, strong interest in professional development and teamwork."
439,Nettverksarkitekt – Bygg Norges Sovereign AI Cloud,Accenture,Oslo,,https://accenture.wd103.myworkdayjobs.com/en-US/AccentureCareers/job/Oslo/Nettverksarkitekt---Bygg-Norges-Sovereign-AI-Cloud_13889128-1,,1,"Nettverksarkitekt – Bygg Norges Sovereign AI Cloud, Accenture, Oslo, Technology. Required technical skills include design and architecture of network solutions, SDN, VPN, firewalls, and secure WAN connections. Minimum 3 years of experience in network solutions, preferably for critical data center and Kubernetes environments. Key responsibilities involve building and operating high-speed internal and data center networks, ensuring robust and scalable platform infrastructure, and collaborating with network engineers and security teams. Preferred qualifications include experience with AI-related infrastructures, knowledge of Juniper, Cisco, or F5, and familiarity with network automation and DevOps practices. Norwegian citizenship is required for security clearance."
440,Skap endring med oss i Accenture Trondheim – Prosjekt- og endringsledelse,Accenture,Trondheim,,https://accenture.wd103.myworkdayjobs.com/en-US/AccentureCareers/job/Trondheim/Skap-endring-med-oss-i-Accenture-Trondheim---Prosjekt--og-endringsledelse_14123778,,1,"Role title: Project and Change Manager, Accenture Trondheim  
Company: Accenture, Consulting and Technology Services  
Required technical skills: Project management methodologies (e.g., Prince2, PMP, Agile), change management strategies, stakeholder management  
Years of experience required: Minimum 2 years in consulting or project work  
Key responsibilities: Develop and maintain project plans and mandates, manage stakeholder engagement, drive project progress, and develop communication strategies and plans.  
Preferred qualifications: Relevant master's degree, strong analytical skills, good business understanding, and relevant certifications (e.g., Prosci)."
441,VMware Expert,Accenture,Warsaw,,https://accenture.wd103.myworkdayjobs.com/en-US/AccentureCareers/job/Warsaw/VMware-Expert_14475862,,1,"VMware Expert at Accenture in the technology industry. Requires 3+ years of hands-on experience with VMware vCenter and ESXi administration, specifically with vSphere 8. Key responsibilities include leading operations, maintenance, and troubleshooting of VMware vSphere 8 environments, managing enterprise server environments for high availability, and administering Azure environments within a multi-subscription landing zone. Required technical skills include expertise in Active Directory in hybrid environments, knowledge of DNS, DHCP, Group Policy, and Windows Server (2016+), as well as understanding IP networking principles and SAN environments. Preferred qualifications include experience managing Azure Compute services, Azure Administrator Associate (AZ-104) certification, advanced Linux administration skills, and experience in complex, multi-subscription cloud environments."
442,Consultor(a) SAP HCM/SuccessFactor/EH&S,Accenture,São Paulo - Sao Paulo,,https://accenture.wd103.myworkdayjobs.com/en-US/AccentureCareers/job/So-Paulo---Sao-Paulo/Analistas-e-Consultores-SAP-HCM---EH-S-e-Success-Factors_R00253072-1,,1,"Role title: Consultor(a) SAP HCM/SuccessFactor/EH&S, Company: Accenture, Industry: Professional Services. Required technical skills: SAP HCM Payroll, SuccessFactors, EHS; experience in implementation, support, or maintenance of SAP solutions; requirement gathering and solution design. Years of experience required: Not specified. Key responsibilities include supporting implementation and maintenance initiatives for SAP HCM Payroll, SuccessFactors, and EHS; designing and configuring SAP solutions to meet business requirements; and ensuring compliance with legal and regulatory requirements. Preferred qualifications include strong analytical skills and collaborative problem-solving abilities."
